product_name,brand,category,ingredients,skin_type,price,rating
Exclusive zero administration process improvement Sunscreen,WOW Skin Science,eye cream,"charcoal, zinc, tea tree oil, niacinamide, hyaluronic acid",oily,366.84,2.9
Stand-alone reciprocal hierarchy Cleanser,Minimalist,sunscreen,"niacinamide, vitamin C, green tea, retinol",normal,286.4,3.6
Configurable systematic installation Sunscreen,Cetaphil,moisturizer,"rose water, retinol, hyaluronic acid, aloe vera",combination,253.46,4.3
Implemented client-server toolset Face wash,The Ordinary,face wash,"rose water, ceramides, aloe vera",dry,1241.95,2.2
Visionary multimedia migration Eye cream,Olay,toner,"kojic acid, vitamin C, green tea, hyaluronic acid",dry,812.56,4.1
Progressive user-facing open architecture Serum,Dot & Key,toner,"green tea, vitamin C, aloe vera",oily,419.03,1.3
Programmable coherent model Face mask,Pond's,moisturizer,"charcoal, retinol, kojic acid",combination,1173.31,3
Networked regional matrix Serum,Aqualogica,moisturizer,"tea tree oil, aloe vera, glycolic acid",normal,174.67,1.8
Enterprise-wide multi-state Graphic Interface Face mask,WOW Skin Science,eye cream,"niacinamide, kojic acid, aloe vera, zinc, hyaluronic acid",dry,1915.01,4.5
Sharable foreground time-frame Sunscreen,Pond's,moisturizer,"hyaluronic acid, shea butter, turmeric",combination,1707.19,3
Seamless zero administration moratorium Eye cream,L'Oreal Paris,face wash,"vitamin C, rose water, salicylic acid, glycolic acid, turmeric",combination,1694.98,3
Managed analyzing policy Serum,L'Oreal Paris,eye cream,"tea tree oil, salicylic acid, hyaluronic acid",normal,1016.99,1.8
Distributed composite system engine Moisturizer,Lakme,face wash,"kojic acid, shea butter, ceramides, rose water",combination,696.62,4.3
Profound regional toolset Moisturizer,L'Oreal Paris,cleanser,"rose water, zinc, vitamin C",dry,1406.37,4.8
Sharable intermediate analyzer Toner,Dove,toner,"zinc, kojic acid, hyaluronic acid, turmeric, rose water",combination,1843.91,3.9
Visionary zero tolerance project Face mask,Biotique,serum,"retinol, glycolic acid, salicylic acid, aloe vera, tea tree oil",combination,1941.36,3.6
Persevering clear-thinking superstructure Serum,Minimalist,cleanser,"retinol, aloe vera, ceramides",oily,1741.8,2.7
Compatible discrete challenge Cleanser,Aqualogica,face mask,"rose water, green tea, aloe vera",normal,1588.97,4.8
Multi-lateral even-keeled concept Moisturizer,Neutrogena,sunscreen,"niacinamide, tea tree oil, charcoal, glycolic acid, zinc",combination,1269.05,3.6
Reduced methodical encoding Cleanser,Mamaearth,toner,"shea butter, zinc, rose water, kojic acid, ceramides",dry,1456.77,2.2
Inverse zero tolerance hardware Toner,Olay,cleanser,"kojic acid, rose water, glycolic acid",oily,892.94,3.9
Monitored static model Toner,Mamaearth,face mask,"niacinamide, zinc, hyaluronic acid",oily,1927.22,3.7
Quality-focused transitional toolset Sunscreen,Dove,cleanser,"salicylic acid, kojic acid, zinc, charcoal",oily,882.8,4.4
Future-proofed scalable success Face wash,Himalaya,eye cream,"turmeric, retinol, niacinamide, salicylic acid, hyaluronic acid",oily,1991.26,1.9
Grass-roots dedicated moratorium Sunscreen,Nivea,cleanser,"zinc, salicylic acid, green tea",sensitive,1337.28,4.1
Re-engineered background product Moisturizer,The Ordinary,cleanser,"vitamin C, charcoal, hyaluronic acid",dry,403.22,1.3
Virtual incremental methodology Sunscreen,L'Oreal Paris,serum,"hyaluronic acid, salicylic acid, retinol, turmeric, zinc",dry,1067.19,1.7
Cross-group impactful conglomeration Eye cream,Himalaya,sunscreen,"turmeric, kojic acid, niacinamide, hyaluronic acid, vitamin C",normal,1015.94,1.9
Right-sized 5thgeneration matrix Eye cream,Plum,toner,"tea tree oil, vitamin C, retinol, hyaluronic acid",oily,931.07,3.5
Reverse-engineered 6thgeneration collaboration Moisturizer,Forest Essentials,toner,"glycolic acid, retinol, kojic acid",sensitive,1039.88,2.7
Compatible upward-trending utilization Cleanser,Forest Essentials,moisturizer,"rose water, turmeric, shea butter, hyaluronic acid",dry,365.37,4.5
Reactive 24hour architecture Cleanser,L'Oreal Paris,sunscreen,"hyaluronic acid, kojic acid, turmeric, aloe vera",combination,906.28,3.9
Stand-alone asymmetric help-desk Eye cream,Pond's,face mask,"niacinamide, salicylic acid, zinc, rose water",normal,1500.88,2.7
Seamless bottom-line database Toner,Cetaphil,face wash,"ceramides, turmeric, rose water, niacinamide, kojic acid",oily,948,1.3
Devolved modular algorithm Face wash,The Ordinary,serum,"hyaluronic acid, vitamin C, glycolic acid, zinc",dry,1002.42,1.6
Optimized foreground conglomeration Eye cream,Mamaearth,moisturizer,"ceramides, kojic acid, rose water, glycolic acid",combination,313.93,3.1
Automated real-time structure Moisturizer,Aqualogica,face mask,"tea tree oil, aloe vera, retinol, charcoal, ceramides",combination,314.56,2.8
Right-sized high-level capacity Sunscreen,The Derma Co,cleanser,"kojic acid, glycolic acid, ceramides",dry,1203.58,2.2
Right-sized global Local Area Network Face wash,Nivea,face mask,"retinol, glycolic acid, rose water",sensitive,842.56,4.7
Optional context-sensitive groupware Eye cream,Minimalist,cleanser,"ceramides, tea tree oil, turmeric, aloe vera",oily,582.69,3.4
Intuitive user-facing encryption Moisturizer,The Derma Co,serum,"hyaluronic acid, shea butter, salicylic acid, zinc",dry,138.89,1.7
Organized analyzing hierarchy Serum,Plum,face mask,"vitamin C, shea butter, glycolic acid, salicylic acid, ceramides",normal,1238.9,3
Multi-layered multi-state solution Serum,Biotique,cleanser,"green tea, turmeric, salicylic acid",combination,1687.65,2.4
Stand-alone full-range secured line Eye cream,Dot & Key,cleanser,"charcoal, hyaluronic acid, shea butter, turmeric",normal,1767.99,2.5
Extended motivating alliance Toner,L'Oreal Paris,moisturizer,"niacinamide, green tea, rose water, shea butter",dry,687.83,1.8
Future-proofed directional knowledgebase Toner,Plum,toner,"niacinamide, turmeric, retinol, zinc",combination,615.98,4.3
Adaptive modular paradigm Eye cream,Lakme,eye cream,"turmeric, glycolic acid, shea butter, zinc",sensitive,173.18,4.9
Organized 5thgeneration moderator Serum,The Derma Co,serum,"zinc, niacinamide, turmeric, kojic acid, salicylic acid",sensitive,1344.16,3.9
Assimilated local synergy Sunscreen,Nivea,toner,"charcoal, ceramides, glycolic acid, kojic acid, vitamin C",sensitive,1373.94,3.4
Extended empowering emulation Face mask,Aqualogica,sunscreen,"zinc, kojic acid, hyaluronic acid, rose water",sensitive,1412.65,2.5
Exclusive discrete parallelism Serum,L'Oreal Paris,sunscreen,"shea butter, kojic acid, salicylic acid, glycolic acid, rose water",sensitive,253.08,4.9
Robust responsive analyzer Face mask,Dove,moisturizer,"kojic acid, rose water, hyaluronic acid",sensitive,1222.84,1.8
Streamlined analyzing encoding Eye cream,WOW Skin Science,eye cream,"ceramides, retinol, glycolic acid",sensitive,1328.68,1.4
Synchronized 4thgeneration application Face wash,Nivea,sunscreen,"kojic acid, glycolic acid, zinc, rose water, shea butter",combination,1387.01,2.4
Up-sized zero-defect help-desk Cleanser,Aqualogica,cleanser,"salicylic acid, zinc, shea butter, glycolic acid, vitamin C",dry,485.56,2.9
Grass-roots non-volatile strategy Sunscreen,Olay,toner,"retinol, turmeric, hyaluronic acid",oily,260.29,4.3
Networked intangible firmware Face mask,Mamaearth,eye cream,"zinc, turmeric, retinol",sensitive,1600.83,1.6
Open-source holistic moratorium Eye cream,Neutrogena,toner,"salicylic acid, green tea, hyaluronic acid, rose water, shea butter",combination,1155.76,1.7
Customizable neutral access Cleanser,Plum,face mask,"charcoal, retinol, ceramides, green tea",sensitive,1923.12,1.5
Devolved system-worthy intranet Toner,The Ordinary,sunscreen,"glycolic acid, shea butter, ceramides, tea tree oil",combination,1044.96,3.5
Synergistic mission-critical moderator Eye cream,Dot & Key,toner,"shea butter, green tea, salicylic acid, glycolic acid, ceramides",normal,555.33,2.2
Assimilated optimal data-warehouse Moisturizer,Dot & Key,serum,"glycolic acid, hyaluronic acid, charcoal",combination,564.36,2.5
Visionary high-level time-frame Moisturizer,Biotique,cleanser,"zinc, aloe vera, charcoal, niacinamide",oily,969.05,4.5
Universal asynchronous knowledgebase Cleanser,Lakme,serum,"kojic acid, charcoal, ceramides, zinc, aloe vera",oily,733.71,2.3
Digitized analyzing complexity Moisturizer,Aqualogica,sunscreen,"glycolic acid, retinol, niacinamide, charcoal, green tea",sensitive,1981.13,4.4
Visionary dedicated groupware Eye cream,Minimalist,eye cream,"glycolic acid, aloe vera, hyaluronic acid, retinol, green tea",normal,1705.82,2.6
Quality-focused exuding leverage Toner,Forest Essentials,toner,"tea tree oil, ceramides, vitamin C",oily,996.88,1.2
Organized scalable website Eye cream,Dove,eye cream,"rose water, aloe vera, ceramides, hyaluronic acid",normal,1716.55,4.5
Optional dynamic definition Toner,Forest Essentials,toner,"retinol, green tea, aloe vera, glycolic acid",sensitive,1116.94,1.2
Robust methodical superstructure Moisturizer,Aqualogica,cleanser,"kojic acid, niacinamide, zinc, shea butter, charcoal",combination,659.92,2.5
User-friendly tertiary neural-net Moisturizer,Dot & Key,cleanser,"niacinamide, vitamin C, charcoal, turmeric",normal,1957.59,2.4
Advanced stable attitude Face wash,Cetaphil,toner,"tea tree oil, salicylic acid, kojic acid",sensitive,1185.08,1.9
Assimilated dedicated protocol Serum,Himalaya,face wash,"zinc, retinol, tea tree oil, aloe vera",sensitive,1254.63,1.5
Ameliorated coherent capability Serum,The Ordinary,serum,"retinol, tea tree oil, charcoal",normal,876.36,3.2
Re-contextualized disintermediate initiative Face mask,Minimalist,cleanser,"kojic acid, aloe vera, niacinamide, vitamin C, charcoal",oily,938.79,4.2
Down-sized hybrid workforce Face mask,Nivea,toner,"green tea, niacinamide, hyaluronic acid, retinol",oily,1719.51,1.4
Polarized mobile knowledgebase Cleanser,Plum,face wash,"hyaluronic acid, charcoal, niacinamide",dry,1535.18,4.4
Distributed contextually-based software Face wash,Plum,cleanser,"aloe vera, tea tree oil, retinol, green tea, vitamin C",normal,137.02,4.5
Cross-platform grid-enabled encryption Serum,WOW Skin Science,serum,"retinol, vitamin C, tea tree oil",combination,1695.05,1.2
Intuitive value-added structure Toner,Neutrogena,cleanser,"zinc, salicylic acid, shea butter, turmeric, charcoal",sensitive,553.47,1.7
Face-to-face 4thgeneration installation Eye cream,Olay,face mask,"rose water, aloe vera, turmeric",normal,1128.72,1.8
Persistent motivating adapter Moisturizer,Cetaphil,face mask,"green tea, retinol, ceramides, niacinamide, charcoal",dry,369.69,1
Team-oriented contextually-based throughput Moisturizer,Nivea,moisturizer,"kojic acid, hyaluronic acid, ceramides",sensitive,1008.03,3.7
Self-enabling mobile adapter Face mask,Lakme,face wash,"niacinamide, rose water, tea tree oil, aloe vera",dry,648.6,4.6
Persistent attitude-oriented moderator Eye cream,Nivea,moisturizer,"vitamin C, ceramides, kojic acid",sensitive,795.05,1.2
Business-focused 24/7 knowledge user Moisturizer,Cetaphil,face wash,"ceramides, niacinamide, rose water, zinc, vitamin C",dry,979.6,5
Fundamental eco-centric architecture Eye cream,Cetaphil,serum,"green tea, tea tree oil, niacinamide, kojic acid, hyaluronic acid",oily,497.07,3.8
Managed bandwidth-monitored architecture Serum,Minimalist,eye cream,"retinol, vitamin C, charcoal, glycolic acid, shea butter",combination,1057.12,3.1
Integrated discrete intranet Eye cream,Mamaearth,cleanser,"aloe vera, niacinamide, glycolic acid, shea butter",normal,456.36,1.3
Face-to-face radical groupware Moisturizer,Plum,serum,"tea tree oil, ceramides, shea butter",oily,917.65,1.2
Quality-focused attitude-oriented infrastructure Cleanser,Plum,moisturizer,"niacinamide, hyaluronic acid, ceramides, tea tree oil, kojic acid",sensitive,542.25,2.5
Polarized executive orchestration Toner,Dot & Key,cleanser,"ceramides, retinol, kojic acid",combination,1812.23,3.6
Secured 24hour emulation Cleanser,L'Oreal Paris,face wash,"kojic acid, aloe vera, shea butter",dry,1408.63,1.7
User-centric heuristic challenge Face mask,Lakme,toner,"shea butter, charcoal, niacinamide, tea tree oil, kojic acid",combination,1282.8,4.9
Object-based clear-thinking artificial intelligence Cleanser,Dove,face wash,"rose water, retinol, charcoal, salicylic acid",oily,1650.22,3.3
Diverse disintermediate ability Sunscreen,Minimalist,cleanser,"niacinamide, kojic acid, charcoal, rose water, green tea",normal,1588.07,1.4
Intuitive multi-state function Toner,Minimalist,eye cream,"green tea, glycolic acid, zinc, tea tree oil, retinol",dry,688.85,4.8
Synergistic tangible infrastructure Eye cream,Neutrogena,face wash,"shea butter, vitamin C, green tea",combination,707.54,4.4
Enterprise-wide value-added policy Moisturizer,Forest Essentials,moisturizer,"niacinamide, retinol, vitamin C, salicylic acid",dry,673.58,2.4
Secured high-level framework Face wash,Olay,moisturizer,"shea butter, aloe vera, retinol, hyaluronic acid",normal,1212,5
Cross-group transitional challenge Sunscreen,L'Oreal Paris,face wash,"niacinamide, salicylic acid, rose water",sensitive,1664.87,1.9
Balanced contextually-based standardization Face mask,Neutrogena,toner,"shea butter, charcoal, kojic acid, retinol",oily,468.9,2.1
Re-contextualized cohesive model Toner,Plum,face mask,"glycolic acid, hyaluronic acid, aloe vera",combination,1571.72,1.5
Grass-roots asynchronous Graphic Interface Serum,Forest Essentials,serum,"shea butter, rose water, charcoal, tea tree oil",combination,1044.57,2.8
Right-sized modular utilization Moisturizer,Dot & Key,eye cream,"turmeric, retinol, ceramides",dry,319.25,4.6
Secured solution-oriented alliance Moisturizer,Mamaearth,cleanser,"vitamin C, glycolic acid, green tea",normal,746.8,3.8
Robust explicit initiative Face wash,Himalaya,face wash,"salicylic acid, retinol, zinc",combination,395.63,3.5
Self-enabling next generation encryption Face wash,The Derma Co,face wash,"zinc, kojic acid, glycolic acid, retinol, vitamin C",sensitive,1096.62,4.7
Face-to-face explicit interface Moisturizer,Aqualogica,face wash,"ceramides, vitamin C, niacinamide, retinol, aloe vera",dry,1161.83,3
Reduced didactic extranet Eye cream,Dot & Key,face wash,"vitamin C, salicylic acid, shea butter, aloe vera",oily,494.2,3
User-friendly fresh-thinking info-mediaries Face mask,WOW Skin Science,face wash,"retinol, charcoal, tea tree oil, zinc",oily,529.81,2
Devolved intermediate installation Face mask,Plum,face wash,"kojic acid, aloe vera, green tea, salicylic acid",combination,1708.31,3.8
Advanced zero tolerance help-desk Toner,Minimalist,eye cream,"hyaluronic acid, glycolic acid, shea butter, green tea",dry,958.88,3.2
Re-engineered empowering methodology Cleanser,Lakme,eye cream,"niacinamide, hyaluronic acid, kojic acid, vitamin C, retinol",combination,475.07,3.1
Networked tangible archive Face wash,Dove,moisturizer,"vitamin C, rose water, turmeric, aloe vera",dry,1610.87,2.4
Future-proofed bottom-line website Serum,Olay,face mask,"rose water, shea butter, ceramides",oily,1976.53,2.8
Automated optimal adapter Face mask,Plum,eye cream,"salicylic acid, vitamin C, hyaluronic acid, kojic acid, aloe vera",combination,470.7,3.1
Upgradable encompassing strategy Toner,Pond's,serum,"ceramides, rose water, shea butter",sensitive,1210.64,5
Function-based bottom-line protocol Serum,The Ordinary,face mask,"kojic acid, hyaluronic acid, retinol",normal,241.34,3.4
Centralized solution-oriented strategy Moisturizer,Pond's,moisturizer,"glycolic acid, kojic acid, zinc, salicylic acid",dry,404.58,3.6
Vision-oriented encompassing artificial intelligence Face mask,Nivea,face wash,"retinol, charcoal, niacinamide, vitamin C",dry,1849.27,4
Secured maximized superstructure Face wash,L'Oreal Paris,toner,"niacinamide, retinol, glycolic acid",oily,540.47,1.4
Progressive intermediate definition Moisturizer,Lakme,serum,"tea tree oil, aloe vera, charcoal, turmeric",normal,1079.67,1.2
Team-oriented real-time analyzer Toner,The Derma Co,face mask,"charcoal, turmeric, green tea, rose water, niacinamide",oily,1607.42,1.4
Multi-tiered grid-enabled projection Sunscreen,Himalaya,cleanser,"shea butter, rose water, glycolic acid",dry,455.92,2.3
Managed dynamic benchmark Sunscreen,Neutrogena,cleanser,"tea tree oil, salicylic acid, green tea",normal,453.94,1.9
Ergonomic needs-based analyzer Face mask,L'Oreal Paris,eye cream,"tea tree oil, turmeric, charcoal, zinc, salicylic acid",dry,1107.84,4.5
Synchronized interactive synergy Cleanser,Dot & Key,sunscreen,"salicylic acid, zinc, glycolic acid, vitamin C",oily,162.33,2.8
Multi-tiered systematic moderator Toner,Minimalist,eye cream,"kojic acid, aloe vera, green tea",normal,1333.35,1
Extended reciprocal support Cleanser,The Ordinary,serum,"tea tree oil, niacinamide, salicylic acid, glycolic acid, aloe vera",normal,827.58,1.5
Reduced web-enabled analyzer Cleanser,The Ordinary,moisturizer,"zinc, shea butter, vitamin C, charcoal, green tea",sensitive,144.28,3.8
Re-contextualized high-level matrices Cleanser,Biotique,cleanser,"turmeric, vitamin C, green tea, salicylic acid, kojic acid",sensitive,1884.52,2.9
Quality-focused background hub Cleanser,Aqualogica,face wash,"tea tree oil, charcoal, salicylic acid",combination,1475.45,4.4
Extended solution-oriented firmware Toner,The Ordinary,toner,"green tea, turmeric, salicylic acid, retinol",sensitive,1222.84,4.7
User-centric cohesive parallelism Serum,Aqualogica,face mask,"retinol, vitamin C, shea butter, turmeric",sensitive,1199.74,4.4
Reactive web-enabled implementation Moisturizer,Lakme,toner,"zinc, aloe vera, shea butter, hyaluronic acid",normal,1510.31,2.7
Exclusive solution-oriented matrices Toner,Pond's,face mask,"zinc, tea tree oil, retinol, vitamin C",sensitive,657.93,4.5
Public-key leadingedge forecast Sunscreen,Biotique,face wash,"rose water, ceramides, retinol, niacinamide, charcoal",combination,1481.49,3.2
User-centric motivating adapter Sunscreen,Nivea,toner,"aloe vera, kojic acid, turmeric, retinol, zinc",dry,146.64,3.1
Programmable asynchronous open system Eye cream,Himalaya,face mask,"glycolic acid, turmeric, rose water",oily,1299.31,3.2
Devolved human-resource standardization Face mask,WOW Skin Science,moisturizer,"tea tree oil, rose water, charcoal, salicylic acid, zinc",sensitive,1545.7,2
User-friendly dynamic intranet Face wash,The Ordinary,serum,"aloe vera, shea butter, salicylic acid, vitamin C, glycolic acid",oily,1272.25,2.4
Synergistic bottom-line structure Face wash,Nivea,sunscreen,"salicylic acid, zinc, turmeric, glycolic acid, rose water",oily,286.2,3.3
Compatible user-facing encoding Toner,Plum,face mask,"salicylic acid, vitamin C, zinc, niacinamide, kojic acid",dry,771.41,3.7
Polarized zero tolerance ability Face wash,Mamaearth,face mask,"salicylic acid, turmeric, zinc, retinol",oily,899.65,2.8
Decentralized directional solution Face mask,L'Oreal Paris,moisturizer,"turmeric, ceramides, zinc",combination,485.22,5
Customer-focused coherent extranet Eye cream,WOW Skin Science,cleanser,"hyaluronic acid, vitamin C, salicylic acid, tea tree oil",oily,295.07,4.5
Organized well-modulated Local Area Network Sunscreen,WOW Skin Science,cleanser,"hyaluronic acid, aloe vera, charcoal, vitamin C, zinc",dry,1621.13,1.1
Multi-tiered uniform groupware Face wash,Dot & Key,moisturizer,"salicylic acid, kojic acid, tea tree oil, zinc, vitamin C",normal,1800.64,3
Cross-platform fault-tolerant data-warehouse Toner,Himalaya,cleanser,"glycolic acid, retinol, shea butter, zinc",sensitive,135.15,4.3
Monitored hybrid capability Face mask,The Derma Co,serum,"rose water, aloe vera, ceramides, retinol, salicylic acid",normal,1881.14,3.6
Extended fault-tolerant process improvement Cleanser,WOW Skin Science,cleanser,"shea butter, kojic acid, salicylic acid, glycolic acid, tea tree oil",normal,1476.06,1.3
Universal well-modulated array Toner,Dot & Key,face wash,"ceramides, glycolic acid, tea tree oil",dry,931.45,5
Reactive coherent toolset Face wash,Forest Essentials,eye cream,"vitamin C, zinc, tea tree oil, ceramides, turmeric",sensitive,1904.08,4.8
Reduced encompassing throughput Moisturizer,Himalaya,eye cream,"kojic acid, hyaluronic acid, zinc",oily,1189.85,2.4
Reverse-engineered grid-enabled challenge Moisturizer,The Ordinary,toner,"tea tree oil, vitamin C, aloe vera, niacinamide",sensitive,1166.14,3.9
Front-line transitional architecture Toner,Dot & Key,serum,"turmeric, rose water, tea tree oil",sensitive,1420.42,4.1
Sharable holistic challenge Face mask,Mamaearth,cleanser,"tea tree oil, shea butter, vitamin C, charcoal",oily,1332.66,1.1
Centralized multi-state task-force Sunscreen,Forest Essentials,face mask,"charcoal, niacinamide, retinol, hyaluronic acid",combination,294.68,3.9
Intuitive global firmware Serum,Dove,moisturizer,"glycolic acid, ceramides, kojic acid",normal,1757.48,2.1
Triple-buffered homogeneous support Cleanser,Dot & Key,sunscreen,"vitamin C, shea butter, niacinamide, rose water",normal,1019.47,2.9
Stand-alone static leverage Serum,Pond's,face mask,"glycolic acid, vitamin C, green tea, rose water, shea butter",dry,677.68,2.6
Total incremental encryption Toner,Forest Essentials,face wash,"charcoal, tea tree oil, shea butter, retinol, rose water",combination,527.79,1.3
Front-line upward-trending forecast Cleanser,Plum,sunscreen,"charcoal, aloe vera, niacinamide, zinc, kojic acid",dry,610.51,3.2
Mandatory explicit methodology Sunscreen,Nivea,toner,"kojic acid, ceramides, aloe vera, shea butter",normal,1587.11,1.7
Inverse zero-defect neural-net Moisturizer,Plum,eye cream,"shea butter, kojic acid, tea tree oil",dry,1633.61,4.2
Focused bandwidth-monitored moratorium Cleanser,Neutrogena,face wash,"hyaluronic acid, vitamin C, tea tree oil, zinc, ceramides",dry,1176.16,2.6
Organic next generation time-frame Toner,Cetaphil,toner,"retinol, turmeric, salicylic acid, green tea, tea tree oil",normal,480.36,1.2
Profound bottom-line parallelism Face wash,Dove,moisturizer,"niacinamide, aloe vera, retinol",combination,326.14,1.3
Digitized optimizing adapter Sunscreen,Plum,serum,"glycolic acid, green tea, kojic acid, retinol",oily,1053.33,1.6
Extended attitude-oriented open system Eye cream,Plum,face wash,"hyaluronic acid, glycolic acid, vitamin C, ceramides, kojic acid",oily,611.52,3
Multi-tiered multi-tasking middleware Serum,Himalaya,moisturizer,"vitamin C, kojic acid, retinol",dry,1533.55,3.9
Synchronized homogeneous implementation Face wash,Pond's,serum,"green tea, charcoal, niacinamide",combination,123.25,1.4
Public-key maximized database Face wash,Minimalist,moisturizer,"turmeric, rose water, salicylic acid, zinc, glycolic acid",oily,1123.54,3.7
Re-contextualized 5thgeneration throughput Face mask,The Ordinary,face mask,"kojic acid, retinol, rose water, vitamin C, glycolic acid",oily,1505.99,3.1
Synergized systematic superstructure Cleanser,Himalaya,face wash,"rose water, shea butter, salicylic acid",dry,658.46,1.1
Face-to-face discrete monitoring Face mask,Himalaya,face wash,"glycolic acid, hyaluronic acid, vitamin C, tea tree oil",normal,1364.08,1
Intuitive responsive database Face mask,Biotique,moisturizer,"aloe vera, tea tree oil, zinc, charcoal",combination,712.74,3.3
Proactive transitional synergy Moisturizer,L'Oreal Paris,face wash,"green tea, glycolic acid, shea butter, niacinamide, ceramides",sensitive,713.05,3.2
Down-sized disintermediate system engine Cleanser,Neutrogena,face mask,"tea tree oil, hyaluronic acid, salicylic acid, kojic acid, aloe vera",oily,1802.89,2.4
Cross-platform executive system engine Sunscreen,Dove,cleanser,"turmeric, hyaluronic acid, aloe vera, salicylic acid",sensitive,756.91,1.3
Customizable impactful collaboration Moisturizer,Himalaya,face wash,"niacinamide, vitamin C, ceramides",oily,1370.9,4.4
Function-based interactive extranet Eye cream,L'Oreal Paris,face mask,"hyaluronic acid, vitamin C, charcoal, retinol, green tea",dry,607.85,1.8
Expanded demand-driven analyzer Cleanser,Himalaya,cleanser,"turmeric, niacinamide, vitamin C, aloe vera",oily,1848.54,2.8
Fully-configurable value-added benchmark Face wash,Lakme,toner,"ceramides, shea butter, hyaluronic acid, niacinamide",combination,1950.99,3.6
Enterprise-wide fault-tolerant synergy Toner,L'Oreal Paris,face wash,"zinc, shea butter, vitamin C",combination,1733.65,4.1
Decentralized didactic capacity Moisturizer,Forest Essentials,sunscreen,"shea butter, rose water, kojic acid",dry,612.48,3.4
Devolved regional flexibility Cleanser,Nivea,moisturizer,"zinc, ceramides, retinol, aloe vera",combination,309.04,2.4
Automated 3rdgeneration productivity Cleanser,Himalaya,eye cream,"turmeric, shea butter, rose water, hyaluronic acid, glycolic acid",dry,926.74,3.7
Sharable 24hour strategy Moisturizer,Aqualogica,serum,"hyaluronic acid, glycolic acid, tea tree oil",oily,483.55,4.1
Versatile uniform application Moisturizer,Pond's,eye cream,"kojic acid, green tea, retinol, rose water",oily,208.84,1.5
Visionary scalable ability Serum,Nivea,cleanser,"shea butter, turmeric, glycolic acid, aloe vera, kojic acid",dry,1049.14,1.7
Distributed intermediate model Toner,Neutrogena,face wash,"retinol, vitamin C, tea tree oil, aloe vera",oily,1432.68,2.9
Horizontal cohesive architecture Cleanser,Neutrogena,face wash,"niacinamide, aloe vera, green tea, vitamin C",combination,1837.11,3.8
Customer-focused scalable standardization Serum,The Ordinary,moisturizer,"vitamin C, charcoal, ceramides, turmeric, glycolic acid",combination,822.5,2.7
Diverse intermediate help-desk Cleanser,Olay,cleanser,"green tea, rose water, hyaluronic acid, turmeric",sensitive,1246.46,3
Reactive methodical product Toner,The Ordinary,eye cream,"tea tree oil, aloe vera, salicylic acid",oily,1728.73,3
Seamless encompassing forecast Cleanser,Plum,eye cream,"green tea, glycolic acid, charcoal, salicylic acid, rose water",combination,1474.62,1.8
Assimilated uniform help-desk Face mask,Cetaphil,face wash,"glycolic acid, aloe vera, ceramides, shea butter",normal,985.48,1.4
Up-sized value-added process improvement Face wash,Olay,face mask,"glycolic acid, shea butter, tea tree oil",dry,661.69,4.2
Intuitive mobile focus group Face wash,Plum,cleanser,"ceramides, shea butter, charcoal, niacinamide",oily,1107.96,3.8
Persistent systematic matrix Serum,Dove,face mask,"charcoal, rose water, aloe vera, ceramides",dry,1706.05,1.9
Total stable contingency Moisturizer,Plum,face mask,"aloe vera, glycolic acid, green tea, rose water",sensitive,783.56,4.4
Reverse-engineered actuating frame Serum,Lakme,toner,"retinol, shea butter, tea tree oil",combination,437.57,1.7
Open-architected methodical secured line Eye cream,Mamaearth,toner,"vitamin C, turmeric, charcoal, niacinamide",sensitive,457.58,2.8
Monitored eco-centric flexibility Toner,Nivea,moisturizer,"shea butter, zinc, hyaluronic acid, rose water, vitamin C",combination,1634.73,4.6
Virtual systematic matrices Toner,Biotique,face wash,"green tea, salicylic acid, retinol",normal,1140.72,3.1
Enterprise-wide grid-enabled Graphical User Interface Sunscreen,Dot & Key,toner,"retinol, rose water, zinc, niacinamide",combination,504.45,2.9
Synchronized composite knowledge user Face mask,L'Oreal Paris,cleanser,"shea butter, glycolic acid, ceramides",normal,1707.16,3.4
Progressive bifurcated synergy Face wash,Olay,toner,"turmeric, niacinamide, glycolic acid",dry,1003.39,3.5
Compatible human-resource collaboration Face mask,Olay,face mask,"vitamin C, rose water, retinol, ceramides",dry,1253.57,2.1
Reactive responsive projection Face wash,Forest Essentials,cleanser,"zinc, rose water, green tea",dry,600.89,1.1
Networked context-sensitive pricing structure Eye cream,Forest Essentials,toner,"zinc, hyaluronic acid, aloe vera, tea tree oil, green tea",normal,173.69,1.8
Polarized system-worthy function Face mask,L'Oreal Paris,serum,"retinol, zinc, hyaluronic acid",sensitive,1967.88,1.9
User-friendly leadingedge installation Sunscreen,L'Oreal Paris,serum,"salicylic acid, hyaluronic acid, vitamin C",normal,1441.05,1.7
Object-based discrete solution Face wash,Himalaya,face mask,"retinol, salicylic acid, charcoal",dry,398.5,5
Open-source mobile secured line Sunscreen,Aqualogica,moisturizer,"ceramides, tea tree oil, niacinamide, shea butter, vitamin C",oily,862.28,4.6
Re-engineered zero-defect open architecture Moisturizer,Biotique,face mask,"hyaluronic acid, vitamin C, retinol, green tea",oily,592.55,2.7
Seamless tertiary intranet Serum,Dot & Key,serum,"turmeric, tea tree oil, aloe vera, hyaluronic acid, vitamin C",sensitive,141.66,3.2
Robust interactive toolset Toner,The Ordinary,sunscreen,"glycolic acid, green tea, rose water",combination,1953.41,4.5
